contig,population_id,population_site_id,n_haplotypes_total,n_haplotypes_called_23bp,callable_fraction_23bp,target_23bp_exact_match_fraction,pam_intact_fraction,protospacer_exact_match_fraction,max_target_variant_alt_af,mean_target_heterozygosity_proxy,n_variable_positions,n_variant_positions_in_panel,n_samples,primary_population_n20,sensitivity_population_n10,sensitivity_population_n30
3R,AOcol,AGAP008118__SITE02,156,156,1,0.506410256410256,1,0.506410256410256,0.487179487179487,0.0222786782151331,6,6,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP008118__SITE02,150,150,1,0.333333333333333,1,0.333333333333333,0.66,0.0200888888888889,6,6,75,TRUE,TRUE,TRUE
3R,BFgam,AGAP008118__SITE02,184,184,1,0.342391304347826,1,0.342391304347826,0.646739130434783,0.0217365620119997,6,6,92,TRUE,TRUE,TRUE
3R,CMgam,AGAP008118__SITE02,594,594,1,0.432659932659933,0.998316498316498,0.432659932659933,0.553872053872054,0.0236602101629184,6,6,297,TRUE,TRUE,TRUE
3R,CIcol,AGAP008118__SITE02,142,142,1,0.302816901408451,1,0.302816901408451,0.697183098591549,0.0207817634527311,6,6,71,TRUE,TRUE,TRUE
3R,FRgam,AGAP008118__SITE02,48,48,1,0.729166666666667,1,0.729166666666667,0.270833333333333,0.0171724033816425,6,6,24,TRUE,TRUE,FALSE
3R,GAgam,AGAP008118__SITE02,138,138,1,0.557971014492754,1,0.557971014492754,0.442028985507246,0.0214469009981462,6,6,69,TRUE,TRUE,TRUE
3R,GHcol,AGAP008118__SITE02,110,110,1,0.272727272727273,1,0.272727272727273,0.727272727272727,0.0180309019044197,6,6,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP008118__SITE02,24,24,1,0.5,1,0.5,0.5,0.0217391304347826,6,6,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP008118__SITE02,80,80,1,0.3,1,0.3,0.6625,0.0226358695652174,6,6,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP008118__SITE02,224,224,1,0.40625,1,0.40625,0.580357142857143,0.0227165594498669,6,6,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP008118__SITE03,156,156,1,1,1,1,0,0,3,3,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP008118__SITE03,150,150,1,1,1,1,0,0,3,3,75,TRUE,TRUE,TRUE
3R,BFgam,AGAP008118__SITE03,184,184,1,0.994565217391304,1,0.994565217391304,0.00543478260869565,0.000470021369277554,3,3,92,TRUE,TRUE,TRUE
3R,CMgam,AGAP008118__SITE03,594,594,1,0.998316498316498,1,0.998316498316498,0.00168350168350168,0.000146145000485507,3,3,297,TRUE,TRUE,TRUE
3R,CIcol,AGAP008118__SITE03,142,142,1,1,1,1,0,0,3,3,71,TRUE,TRUE,TRUE
3R,FRgam,AGAP008118__SITE03,48,48,1,1,1,1,0,0,3,3,24,TRUE,TRUE,FALSE
3R,GAgam,AGAP008118__SITE03,138,138,1,1,1,1,0,0,3,3,69,TRUE,TRUE,TRUE
3R,GHcol,AGAP008118__SITE03,110,110,1,1,1,1,0,0,3,3,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP008118__SITE03,24,24,1,1,1,1,0,0,3,3,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP008118__SITE03,80,80,1,1,1,1,0,0,3,3,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP008118__SITE03,224,224,1,0.991071428571429,1,0.991071428571429,0.00892857142857143,0.000769465394853594,3,3,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP008118__SITE04,156,156,1,0.993589743589744,1,0.993589743589744,0.00641025641025641,0.000553840436783581,4,4,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP008118__SITE04,150,150,1,0.98,1,0.98,0.02,0.00170434782608696,4,4,75,TRUE,TRUE,TRUE
3R,BFgam,AGAP008118__SITE04,184,184,1,1,1,1,0,0,4,4,92,TRUE,TRUE,TRUE
3R,CMgam,AGAP008118__SITE04,594,594,1,0.993265993265993,0.998316498316498,0.994949494949495,0.00168350168350168,0.000584580001942028,4,4,297,TRUE,TRUE,TRUE
3R,CIcol,AGAP008118__SITE04,142,142,1,0.97887323943662,1,0.97887323943662,0.0211267605633803,0.00179829743925895,4,4,71,TRUE,TRUE,TRUE
3R,FRgam,AGAP008118__SITE04,48,48,1,1,1,1,0,0,4,4,24,TRUE,TRUE,FALSE
3R,GAgam,AGAP008118__SITE04,138,138,1,1,1,1,0,0,4,4,69,TRUE,TRUE,TRUE
3R,GHcol,AGAP008118__SITE04,110,110,1,0.981818181818182,1,0.981818181818182,0.0181818181818182,0.00155228171038448,4,4,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP008118__SITE04,24,24,1,1,1,1,0,0,4,4,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP008118__SITE04,80,80,1,1,1,1,0,0,4,4,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP008118__SITE04,224,224,1,0.991071428571429,1,0.991071428571429,0.00892857142857143,0.000769465394853594,4,4,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP008118__SITE05,156,156,1,0.967948717948718,1,0.967948717948718,0.0320512820512821,0.00269773890175228,5,5,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP008118__SITE05,150,150,1,0.9,1,0.9,0.1,0.00782608695652174,5,5,75,TRUE,TRUE,TRUE
3R,BFgam,AGAP008118__SITE05,184,184,1,0.918478260869565,0.994565217391304,0.923913043478261,0.0652173913043478,0.00671128873181557,5,5,92,TRUE,TRUE,TRUE
3R,CMgam,AGAP008118__SITE05,594,594,1,0.919191919191919,1,0.919191919191919,0.0555555555555556,0.00670985460913729,5,5,297,TRUE,TRUE,TRUE
3R,CIcol,AGAP008118__SITE05,142,142,1,0.922535211267606,1,0.922535211267606,0.0774647887323944,0.00621426045556868,5,5,71,TRUE,TRUE,TRUE
3R,FRgam,AGAP008118__SITE05,48,48,1,0.979166666666667,1,0.979166666666667,0.0208333333333333,0.00177385265700483,5,5,24,TRUE,TRUE,FALSE
3R,GAgam,AGAP008118__SITE05,138,138,1,0.956521739130435,1,0.956521739130435,0.036231884057971,0.00366200012785038,5,5,69,TRUE,TRUE,TRUE
3R,GHcol,AGAP008118__SITE05,110,110,1,0.890909090909091,1,0.890909090909091,0.109090909090909,0.00845131153431549,5,5,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP008118__SITE05,24,24,1,0.875,1,0.875,0.0833333333333333,0.0101147342995169,5,5,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP008118__SITE05,80,80,1,0.8375,1,0.8375,0.15,0.0121603260869565,5,5,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP008118__SITE05,224,224,1,0.910714285714286,0.986607142857143,0.924107142857143,0.0446428571428571,0.00749015638864242,5,5,112,TRUE,TRUE,TRUE
X,AOcol,AGAP000099__SITE01,156,156,1,1,1,1,0,0,4,4,78,TRUE,TRUE,TRUE
X,BFcol,AGAP000099__SITE01,150,144,0.96,0.993055555555556,1,0.993055555555556,0.00694444444444444,0.000599671229200215,4,4,72,TRUE,TRUE,TRUE
X,BFgam,AGAP000099__SITE01,184,134,0.728260869565217,0.962686567164179,1,0.962686567164179,0.0223880597014925,0.00318169050916734,4,4,67,TRUE,TRUE,TRUE
X,CMgam,AGAP000099__SITE01,594,506,0.851851851851852,0.982213438735178,1,0.982213438735178,0.0118577075098814,0.00153273282901114,4,4,253,TRUE,TRUE,TRUE
X,CIcol,AGAP000099__SITE01,142,142,1,1,1,1,0,0,4,4,71,TRUE,TRUE,TRUE
X,FRgam,AGAP000099__SITE01,48,24,0.5,1,1,1,0,0,4,4,12,FALSE,TRUE,FALSE
X,GAgam,AGAP000099__SITE01,138,138,1,1,1,1,0,0,4,4,69,TRUE,TRUE,TRUE
X,GHcol,AGAP000099__SITE01,110,110,1,0.963636363636364,1,0.963636363636364,0.0272727272727273,0.0030901904419691,4,4,55,TRUE,TRUE,TRUE
X,GHgam,AGAP000099__SITE01,24,24,1,1,1,1,0,0,4,4,12,FALSE,TRUE,FALSE
X,GNgam,AGAP000099__SITE01,80,80,1,0.9625,1,0.9625,0.0375,0.00313858695652174,4,4,40,TRUE,TRUE,TRUE
X,UGgam,AGAP000099__SITE01,224,224,1,0.96875,1,0.96875,0.0223214285714286,0.00266713342945874,4,4,112,TRUE,TRUE,TRUE
X,AOcol,AGAP000099__SITE02,156,156,1,1,1,1,0,0,4,4,78,TRUE,TRUE,TRUE
X,BFcol,AGAP000099__SITE02,150,144,0.96,0.993055555555556,1,0.993055555555556,0.00694444444444444,0.000599671229200215,4,4,72,TRUE,TRUE,TRUE
X,BFgam,AGAP000099__SITE02,184,134,0.728260869565217,0.962686567164179,0.977611940298507,0.985074626865672,0.0223880597014925,0.00318169050916734,4,4,67,TRUE,TRUE,TRUE
X,CMgam,AGAP000099__SITE02,594,506,0.851851851851852,0.982213438735178,0.996047430830039,0.986166007905138,0.0118577075098814,0.00153273282901114,4,4,253,TRUE,TRUE,TRUE
X,CIcol,AGAP000099__SITE02,142,142,1,1,1,1,0,0,4,4,71,TRUE,TRUE,TRUE
X,FRgam,AGAP000099__SITE02,48,24,0.5,1,1,1,0,0,4,4,12,FALSE,TRUE,FALSE
X,GAgam,AGAP000099__SITE02,138,138,1,1,1,1,0,0,4,4,69,TRUE,TRUE,TRUE
X,GHcol,AGAP000099__SITE02,110,110,1,0.963636363636364,1,0.963636363636364,0.0272727272727273,0.0030901904419691,4,4,55,TRUE,TRUE,TRUE
X,GHgam,AGAP000099__SITE02,24,24,1,1,1,1,0,0,4,4,12,FALSE,TRUE,FALSE
X,GNgam,AGAP000099__SITE02,80,80,1,0.9625,0.9625,1,0.0375,0.00313858695652174,4,4,40,TRUE,TRUE,TRUE
X,UGgam,AGAP000099__SITE02,224,224,1,0.96875,0.977678571428571,0.991071428571429,0.0223214285714286,0.00266713342945874,4,4,112,TRUE,TRUE,TRUE
X,AOcol,AGAP000099__SITE03,156,156,1,1,1,1,0,0,5,5,78,TRUE,TRUE,TRUE
X,BFcol,AGAP000099__SITE03,150,144,0.96,0.979166666666667,0.993055555555556,0.986111111111111,0.00694444444444444,0.00179901368760064,5,5,72,TRUE,TRUE,TRUE
X,BFgam,AGAP000099__SITE03,184,134,0.728260869565217,0.985074626865672,1,0.985074626865672,0.0149253731343284,0.00127848751053299,5,5,67,TRUE,TRUE,TRUE
X,CMgam,AGAP000099__SITE03,594,506,0.851851851851852,0.980237154150198,0.996047430830039,0.984189723320158,0.0118577075098814,0.00170356478402833,5,5,253,TRUE,TRUE,TRUE
X,CIcol,AGAP000099__SITE03,142,142,1,0.964788732394366,0.992957746478873,0.971830985915493,0.0211267605633803,0.00301441225429737,5,5,71,TRUE,TRUE,TRUE
X,FRgam,AGAP000099__SITE03,48,24,0.5,1,1,1,0,0,5,5,12,FALSE,TRUE,FALSE
X,GAgam,AGAP000099__SITE03,138,138,1,1,1,1,0,0,5,5,69,TRUE,TRUE,TRUE
X,GHcol,AGAP000099__SITE03,110,110,1,0.990909090909091,0.990909090909091,1,0.00909090909090909,0.000783327344592167,5,5,55,TRUE,TRUE,TRUE
X,GHgam,AGAP000099__SITE03,24,24,1,1,1,1,0,0,5,5,12,FALSE,TRUE,FALSE
X,GNgam,AGAP000099__SITE03,80,80,1,0.9625,1,0.9625,0.0375,0.00313858695652174,5,5,40,TRUE,TRUE,TRUE
X,UGgam,AGAP000099__SITE03,224,224,1,1,1,1,0,0,5,5,112,TRUE,TRUE,TRUE
X,AOcol,AGAP000099__SITE04,156,156,1,1,1,1,0,0,3,3,78,TRUE,TRUE,TRUE
X,BFcol,AGAP000099__SITE04,150,144,0.96,1,1,1,0,0,3,3,72,TRUE,TRUE,TRUE
X,BFgam,AGAP000099__SITE04,184,134,0.728260869565217,0.992537313432836,1,0.992537313432836,0.00746268656716418,0.000644086510988213,3,3,67,TRUE,TRUE,TRUE
X,CMgam,AGAP000099__SITE04,594,506,0.851851851851852,0.994071146245059,1,0.994071146245059,0.00395256916996047,0.000513854369664049,3,3,253,TRUE,TRUE,TRUE
X,CIcol,AGAP000099__SITE04,142,142,1,0.992957746478873,1,0.992957746478873,0.00704225352112676,0.000608057407519212,3,3,71,TRUE,TRUE,TRUE
X,FRgam,AGAP000099__SITE04,48,24,0.5,1,1,1,0,0,3,3,12,FALSE,TRUE,FALSE
X,GAgam,AGAP000099__SITE04,138,138,1,1,1,1,0,0,3,3,69,TRUE,TRUE,TRUE
X,GHcol,AGAP000099__SITE04,110,110,1,1,1,1,0,0,3,3,55,TRUE,TRUE,TRUE
X,GHgam,AGAP000099__SITE04,24,24,1,1,1,1,0,0,3,3,12,FALSE,TRUE,FALSE
X,GNgam,AGAP000099__SITE04,80,80,1,1,1,1,0,0,3,3,40,TRUE,TRUE,TRUE
X,UGgam,AGAP000099__SITE04,224,224,1,1,1,1,0,0,3,3,112,TRUE,TRUE,TRUE
X,AOcol,AGAP000099__SITE05,156,156,1,1,1,1,0,0,4,4,78,TRUE,TRUE,TRUE
X,BFcol,AGAP000099__SITE05,150,144,0.96,1,1,1,0,0,4,4,72,TRUE,TRUE,TRUE
X,BFgam,AGAP000099__SITE05,184,134,0.728260869565217,0.977611940298507,0.985074626865672,0.992537313432836,0.0149253731343284,0.00192257402152121,4,4,67,TRUE,TRUE,TRUE
X,CMgam,AGAP000099__SITE05,594,506,0.851851851851852,0.994071146245059,0.996047430830039,0.99802371541502,0.00395256916996047,0.000513854369664049,4,4,253,TRUE,TRUE,TRUE
X,CIcol,AGAP000099__SITE05,142,142,1,1,1,1,0,0,4,4,71,TRUE,TRUE,TRUE
X,FRgam,AGAP000099__SITE05,48,24,0.5,1,1,1,0,0,4,4,12,FALSE,TRUE,FALSE
X,GAgam,AGAP000099__SITE05,138,138,1,1,1,1,0,0,4,4,69,TRUE,TRUE,TRUE
X,GHcol,AGAP000099__SITE05,110,110,1,1,1,1,0,0,4,4,55,TRUE,TRUE,TRUE
X,GHgam,AGAP000099__SITE05,24,24,1,1,1,1,0,0,4,4,12,FALSE,TRUE,FALSE
X,GNgam,AGAP000099__SITE05,80,80,1,1,1,1,0,0,4,4,40,TRUE,TRUE,TRUE
X,UGgam,AGAP000099__SITE05,224,224,1,1,1,1,0,0,4,4,112,TRUE,TRUE,TRUE
2R,AOcol,AGAP004239__SITE01,156,156,1,0.884615384615385,1,0.884615384615385,0.115384615384615,0.00887573964497041,2,2,78,TRUE,TRUE,TRUE
2R,BFcol,AGAP004239__SITE01,150,150,1,1,1,1,0,0,2,2,75,TRUE,TRUE,TRUE
2R,BFgam,AGAP004239__SITE01,184,184,1,1,1,1,0,0,2,2,92,TRUE,TRUE,TRUE
2R,CMgam,AGAP004239__SITE01,594,594,1,1,1,1,0,0,2,2,297,TRUE,TRUE,TRUE
2R,CIcol,AGAP004239__SITE01,142,142,1,1,1,1,0,0,2,2,71,TRUE,TRUE,TRUE
2R,FRgam,AGAP004239__SITE01,48,48,1,1,1,1,0,0,2,2,24,TRUE,TRUE,FALSE
2R,GAgam,AGAP004239__SITE01,138,138,1,1,1,1,0,0,2,2,69,TRUE,TRUE,TRUE
2R,GHcol,AGAP004239__SITE01,110,110,1,1,1,1,0,0,2,2,55,TRUE,TRUE,TRUE
2R,GHgam,AGAP004239__SITE01,24,24,1,1,1,1,0,0,2,2,12,FALSE,TRUE,FALSE
2R,GNgam,AGAP004239__SITE01,80,80,1,0.9875,1,0.9875,0.0125,0.00107336956521739,2,2,40,TRUE,TRUE,TRUE
2R,UGgam,AGAP004239__SITE01,224,224,1,1,1,1,0,0,2,2,112,TRUE,TRUE,TRUE
2R,AOcol,AGAP004239__SITE02,156,156,1,0.884615384615385,1,0.884615384615385,0.115384615384615,0.00887573964497041,2,2,78,TRUE,TRUE,TRUE
2R,BFcol,AGAP004239__SITE02,150,150,1,1,1,1,0,0,2,2,75,TRUE,TRUE,TRUE
2R,BFgam,AGAP004239__SITE02,184,184,1,1,1,1,0,0,2,2,92,TRUE,TRUE,TRUE
2R,CMgam,AGAP004239__SITE02,594,594,1,1,1,1,0,0,2,2,297,TRUE,TRUE,TRUE
2R,CIcol,AGAP004239__SITE02,142,142,1,1,1,1,0,0,2,2,71,TRUE,TRUE,TRUE
2R,FRgam,AGAP004239__SITE02,48,48,1,1,1,1,0,0,2,2,24,TRUE,TRUE,FALSE
2R,GAgam,AGAP004239__SITE02,138,138,1,1,1,1,0,0,2,2,69,TRUE,TRUE,TRUE
2R,GHcol,AGAP004239__SITE02,110,110,1,1,1,1,0,0,2,2,55,TRUE,TRUE,TRUE
2R,GHgam,AGAP004239__SITE02,24,24,1,1,1,1,0,0,2,2,12,FALSE,TRUE,FALSE
2R,GNgam,AGAP004239__SITE02,80,80,1,0.9875,1,0.9875,0.0125,0.00107336956521739,2,2,40,TRUE,TRUE,TRUE
2R,UGgam,AGAP004239__SITE02,224,224,1,1,1,1,0,0,2,2,112,TRUE,TRUE,TRUE
2R,AOcol,AGAP004239__SITE03,156,156,1,1,1,1,0,0,2,2,78,TRUE,TRUE,TRUE
2R,BFcol,AGAP004239__SITE03,150,150,1,0.986666666666667,1,0.986666666666667,0.0133333333333333,0.00114396135265701,2,2,75,TRUE,TRUE,TRUE
2R,BFgam,AGAP004239__SITE03,184,184,1,0.826086956521739,1,0.826086956521739,0.146739130434783,0.0131862825676009,2,2,92,TRUE,TRUE,TRUE
2R,CMgam,AGAP004239__SITE03,594,594,1,0.95959595959596,1,0.95959595959596,0.0404040404040404,0.00337143947157122,2,2,297,TRUE,TRUE,TRUE
2R,CIcol,AGAP004239__SITE03,142,142,1,0.992957746478873,1,0.992957746478873,0.00704225352112676,0.000608057407519212,2,2,71,TRUE,TRUE,TRUE
2R,FRgam,AGAP004239__SITE03,48,48,1,1,1,1,0,0,2,2,24,TRUE,TRUE,FALSE
2R,GAgam,AGAP004239__SITE03,138,138,1,0.898550724637681,1,0.898550724637681,0.0942028985507246,0.00804544167739697,2,2,69,TRUE,TRUE,TRUE
2R,GHcol,AGAP004239__SITE03,110,110,1,1,1,1,0,0,2,2,55,TRUE,TRUE,TRUE
2R,GHgam,AGAP004239__SITE03,24,24,1,1,1,1,0,0,2,2,12,FALSE,TRUE,FALSE
2R,GNgam,AGAP004239__SITE03,80,80,1,0.85,1,0.85,0.1375,0.0113858695652174,2,2,40,TRUE,TRUE,TRUE
2R,UGgam,AGAP004239__SITE03,224,224,1,0.986607142857143,1,0.986607142857143,0.00892857142857143,0.00115593112244898,2,2,112,TRUE,TRUE,TRUE
2R,AOcol,AGAP004239__SITE04,156,156,1,1,1,1,0,0,4,4,78,TRUE,TRUE,TRUE
2R,BFcol,AGAP004239__SITE04,150,150,1,0.893333333333333,1,0.893333333333333,0.1,0.00840193236714976,4,4,75,TRUE,TRUE,TRUE
2R,BFgam,AGAP004239__SITE04,184,184,1,1,1,1,0,0,4,4,92,TRUE,TRUE,TRUE
2R,CMgam,AGAP004239__SITE04,594,594,1,0.932659932659933,1,0.932659932659933,0.0589225589225589,0.00554956681438895,4,4,297,TRUE,TRUE,TRUE
2R,CIcol,AGAP004239__SITE04,142,142,1,0.823943661971831,1,0.823943661971831,0.176056338028169,0.0126139568581113,4,4,71,TRUE,TRUE,TRUE
2R,FRgam,AGAP004239__SITE04,48,48,1,1,1,1,0,0,4,4,24,TRUE,TRUE,FALSE
2R,GAgam,AGAP004239__SITE04,138,138,1,0.992753623188406,1,0.992753623188406,0.0072463768115942,0.000625553637799878,4,4,69,TRUE,TRUE,TRUE
2R,GHcol,AGAP004239__SITE04,110,110,1,0.863636363636364,1,0.863636363636364,0.136363636363636,0.0102407473948976,4,4,55,TRUE,TRUE,TRUE
2R,GHgam,AGAP004239__SITE04,24,24,1,0.958333333333333,1,0.958333333333333,0.0416666666666667,0.00347222222222222,4,4,12,FALSE,TRUE,FALSE
2R,GNgam,AGAP004239__SITE04,80,80,1,0.9875,1,0.9875,0.0125,0.00107336956521739,4,4,40,TRUE,TRUE,TRUE
2R,UGgam,AGAP004239__SITE04,224,224,1,0.977678571428571,1,0.977678571428571,0.0223214285714286,0.00189766803460515,4,4,112,TRUE,TRUE,TRUE
2R,AOcol,AGAP004239__SITE05,156,156,1,0.993589743589744,1,0.993589743589744,0.00641025641025641,0.000553840436783581,3,3,78,TRUE,TRUE,TRUE
2R,BFcol,AGAP004239__SITE05,150,150,1,0.973333333333333,1,0.973333333333333,0.0266666666666667,0.00225700483091787,3,3,75,TRUE,TRUE,TRUE
2R,BFgam,AGAP004239__SITE05,184,184,1,0.956521739130435,1,0.956521739130435,0.0380434782608696,0.00365229719733706,3,3,92,TRUE,TRUE,TRUE
2R,CMgam,AGAP004239__SITE05,594,594,1,0.957912457912458,1,0.957912457912458,0.0420875420875421,0.00350575485987578,3,3,297,TRUE,TRUE,TRUE
2R,CIcol,AGAP004239__SITE05,142,142,1,0.894366197183099,1,0.894366197183099,0.0985915492957746,0.00833599268606125,3,3,71,TRUE,TRUE,TRUE
2R,FRgam,AGAP004239__SITE05,48,48,1,1,1,1,0,0,3,3,24,TRUE,TRUE,FALSE
2R,GAgam,AGAP004239__SITE05,138,138,1,0.869565217391304,1,0.869565217391304,0.130434782608696,0.00986274348647982,3,3,69,TRUE,TRUE,TRUE
2R,GHcol,AGAP004239__SITE05,110,110,1,0.909090909090909,1,0.909090909090909,0.0909090909090909,0.00718648939992814,3,3,55,TRUE,TRUE,TRUE
2R,GHgam,AGAP004239__SITE05,24,24,1,1,1,1,0,0,3,3,12,FALSE,TRUE,FALSE
2R,GNgam,AGAP004239__SITE05,80,80,1,1,1,1,0,0,3,3,40,TRUE,TRUE,TRUE
2R,UGgam,AGAP004239__SITE05,224,224,1,0.991071428571429,1,0.991071428571429,0.00892857142857143,0.000769465394853594,3,3,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP006935__SITE01,156,156,1,0.967948717948718,1,0.967948717948718,0.0256410256410256,0.00489880799245348,7,7,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP006935__SITE01,150,150,1,0.0133333333333333,1,0.0133333333333333,0.986666666666667,0.00228792270531401,7,7,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP006935__SITE01,184,184,1,0.103260869565217,0.994565217391304,0.103260869565217,0.896739130434783,0.0169464535218213,7,7,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP006935__SITE01,594,594,1,0.698653198653199,1,0.698653198653199,0.2996632996633,0.0364982967822962,7,7,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP006935__SITE01,142,142,1,0.619718309859155,0.992957746478873,0.626760563380282,0.373239436619718,0.0412918416808259,7,7,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP006935__SITE01,48,48,1,0.708333333333333,1,0.708333333333333,0.291666666666667,0.0359299516908213,7,7,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP006935__SITE01,138,138,1,0.963768115942029,1,0.963768115942029,0.036231884057971,0.006072892980101,7,7,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP006935__SITE01,110,110,1,0.663636363636364,1,0.663636363636364,0.336363636363636,0.0388214157384118,7,7,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP006935__SITE01,24,24,1,0.416666666666667,1,0.416666666666667,0.583333333333333,0.0422705314009662,7,7,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP006935__SITE01,80,80,1,0.675,1,0.675,0.325,0.0381521739130435,7,7,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP006935__SITE01,224,224,1,0.415178571428571,0.991071428571429,0.415178571428571,0.584821428571429,0.0433829442102928,7,7,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP006935__SITE02,156,156,1,0.967948717948718,1,0.967948717948718,0.0256410256410256,0.00489880799245348,6,6,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP006935__SITE02,150,150,1,0.0133333333333333,1,0.0133333333333333,0.986666666666667,0.00228792270531401,6,6,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP006935__SITE02,184,184,1,0.103260869565217,1,0.103260869565217,0.896739130434783,0.017411338045533,6,6,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP006935__SITE02,594,594,1,0.698653198653199,1,0.698653198653199,0.2996632996633,0.0364982967822962,6,6,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP006935__SITE02,142,142,1,0.626760563380282,1,0.626760563380282,0.373239436619718,0.0406837842733067,6,6,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP006935__SITE02,48,48,1,0.708333333333333,1,0.708333333333333,0.291666666666667,0.0359299516908213,6,6,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP006935__SITE02,138,138,1,0.956521739130435,1,0.956521739130435,0.036231884057971,0.00669844661790088,6,6,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP006935__SITE02,110,110,1,0.663636363636364,1,0.663636363636364,0.336363636363636,0.0388214157384118,6,6,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP006935__SITE02,24,24,1,0.416666666666667,1,0.416666666666667,0.583333333333333,0.0422705314009662,6,6,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP006935__SITE02,80,80,1,0.675,1,0.675,0.325,0.0392255434782609,6,6,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP006935__SITE02,224,224,1,0.415178571428571,1,0.415178571428571,0.584821428571429,0.0426134788154392,6,6,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP006935__SITE03,156,156,1,1,1,1,0,0,0,0,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP006935__SITE03,150,150,1,1,1,1,0,0,0,0,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP006935__SITE03,184,184,1,1,1,1,0,0,0,0,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP006935__SITE03,594,594,1,1,1,1,0,0,0,0,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP006935__SITE03,142,142,1,1,1,1,0,0,0,0,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP006935__SITE03,48,48,1,1,1,1,0,0,0,0,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP006935__SITE03,138,138,1,1,1,1,0,0,0,0,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP006935__SITE03,110,110,1,1,1,1,0,0,0,0,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP006935__SITE03,24,24,1,1,1,1,0,0,0,0,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP006935__SITE03,80,80,1,1,1,1,0,0,0,0,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP006935__SITE03,224,224,1,1,1,1,0,0,0,0,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP006935__SITE04,156,156,1,1,1,1,0,0,0,0,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP006935__SITE04,150,150,1,1,1,1,0,0,0,0,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP006935__SITE04,184,184,1,1,1,1,0,0,0,0,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP006935__SITE04,594,594,1,1,1,1,0,0,0,0,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP006935__SITE04,142,142,1,1,1,1,0,0,0,0,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP006935__SITE04,48,48,1,1,1,1,0,0,0,0,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP006935__SITE04,138,138,1,1,1,1,0,0,0,0,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP006935__SITE04,110,110,1,1,1,1,0,0,0,0,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP006935__SITE04,24,24,1,1,1,1,0,0,0,0,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP006935__SITE04,80,80,1,1,1,1,0,0,0,0,40,TRUE,TRUE,TRUE
